filename,xmin,ymin,xmax,ymax,label
13045.png,102,7,144,71,8
13046.png,39,4,56,39,7
13046.png,56,9,71,44,7
13046.png,71,14,85,49,4
13047.png,32,5,52,40,2
13047.png,54,4,72,39,3
13048.png,35,10,50,32,7
13048.png,48,10,61,32,7
13048.png,59,11,75,33,2
13049.png,58,14,80,59,3
13049.png,83,11,102,56,1
13050.png,52,6,79,58,4
13050.png,82,6,103,58,8
13051.png,78,14,111,85,6
13051.png,110,14,146,85,0
13051.png,142,14,182,85,9
13052.png,49,11,63,51,1
13052.png,62,9,79,49,5
13052.png,79,7,94,47,5
13053.png,55,8,79,63,1
13053.png,75,11,108,66,0
13054.png,30,2,45,27,3
13055.png,33,3,52,38,7
13055.png,54,5,68,40,6
13056.png,17,1,23,20,1
13056.png,25,1,32,20,3
13056.png,32,1,38,20,2
13056.png,39,1,46,20,1
13057.png,21,1,35,29,5
13057.png,34,2,48,30,7
13058.png,16,1,23,19,6
13058.png,24,2,29,20,7
13059.png,24,6,32,22,8
13059.png,33,7,41,23,4
13059.png,42,9,50,25,0
13060.png,30,6,38,36,1
13060.png,39,5,58,35,4
13061.png,32,3,51,34,3
13061.png,55,3,74,34,5
13062.png,43,8,79,63,5
13062.png,83,5,98,60,1
13063.png,24,3,34,30,7
13063.png,34,2,49,29,2
13064.png,46,13,65,59,1
13064.png,55,12,83,58,4
13064.png,71,13,100,59,8
13065.png,76,19,110,83,4
13065.png,111,18,137,82,8
13066.png,46,13,57,45,1
13066.png,55,8,66,40,3
13066.png,68,7,81,39,8
13067.png,26,4,39,32,4
13067.png,37,2,52,30,8
13068.png,48,9,80,76,1
13068.png,82,13,115,80,0
13069.png,27,6,44,37,1
13069.png,43,3,61,34,7
13070.png,63,16,91,63,9
13070.png,90,16,106,63,1
13071.png,62,16,92,72,4
13071.png,97,16,129,72,6
13072.png,15,1,20,13,1
13072.png,21,1,26,13,2
13072.png,26,2,33,14,1
13073.png,52,11,65,42,9
13073.png,68,19,81,50,6
13074.png,41,8,63,44,4
13075.png,29,1,44,35,3
13075.png,44,2,62,36,6
13075.png,60,4,74,38,9
13076.png,35,10,46,27,7
13076.png,46,11,56,28,6
13076.png,55,11,66,28,7
13077.png,55,20,72,69,4
13077.png,72,14,86,63,3
13078.png,45,10,58,39,7
13079.png,25,4,38,28,6
13079.png,37,3,52,27,4
13080.png,73,11,111,84,6
13080.png,110,16,149,89,7
13081.png,36,19,50,46,4
13081.png,47,15,62,42,9
13081.png,61,9,76,36,6
13082.png,55,13,76,61,1
13082.png,82,12,105,60,1
13083.png,72,32,101,81,2
13083.png,92,16,115,65,1
13084.png,15,2,24,19,1
13084.png,23,2,36,19,0
13085.png,28,4,40,28,6
13085.png,38,5,50,29,4
13086.png,43,6,67,53,3
13086.png,66,3,91,50,5
13086.png,94,8,118,55,0
13087.png,34,8,48,37,2
13087.png,45,7,56,36,7
13088.png,27,2,51,39,5
13088.png,49,1,69,38,4
13089.png,48,14,62,43,2
13089.png,63,15,76,44,0
13089.png,76,16,89,45,1
13090.png,21,2,30,17,4
13090.png,30,5,37,20,1
13090.png,37,4,47,19,0
13091.png,46,11,62,44,8
13091.png,61,14,81,47,6
13092.png,15,1,21,16,1
13093.png,48,10,65,63,1
13093.png,65,9,90,62,0
13093.png,87,9,118,62,7
13093.png,116,9,146,62,6
13094.png,35,4,48,40,1
13094.png,43,4,60,40,8
13095.png,28,11,38,29,7
13095.png,37,10,45,28,1
13095.png,43,7,56,25,8
13096.png,60,12,88,70,6
13096.png,88,14,111,72,3
13097.png,17,1,26,21,2
13097.png,26,1,35,21,0
13097.png,34,1,40,21,1
13097.png,40,1,48,21,4
13098.png,28,2,39,32,8
13099.png,78,48,93,83,4
13099.png,88,47,100,82,8
13099.png,97,47,112,82,7
13100.png,59,20,84,60,3
13100.png,83,17,107,57,4
13101.png,38,9,49,35,1
13101.png,48,12,65,38,6
13101.png,65,11,81,37,6
13102.png,35,9,51,43,2
13102.png,51,5,64,39,8
13103.png,42,13,55,43,2
13103.png,54,16,64,46,2
13103.png,62,16,74,46,0
13104.png,17,4,25,20,6
13104.png,25,2,33,18,0
13105.png,38,2,61,48,8
13105.png,66,1,90,47,7
13106.png,41,11,62,53,6
13106.png,65,11,79,53,2
13107.png,17,3,24,15,9
13108.png,32,10,36,28,1
13108.png,36,10,42,28,5
13109.png,48,7,64,47,1
13109.png,63,9,77,49,9
13110.png,60,20,71,60,1
13110.png,74,18,85,58,2
13110.png,88,19,104,59,0
13111.png,18,2,28,16,5
13111.png,28,2,38,16,2
13112.png,29,4,39,31,2
13112.png,39,4,51,31,5
13112.png,51,3,62,30,6
13112.png,63,1,78,28,2
13113.png,199,41,240,85,8
13114.png,20,4,27,25,1
13114.png,27,3,37,24,2
13114.png,37,2,46,23,5
13115.png,42,5,51,48,1
13115.png,53,4,70,47,2
13115.png,70,4,87,47,8
13116.png,57,15,85,51,9
13117.png,26,5,42,29,5
13117.png,40,7,57,31,0
13118.png,46,11,66,44,3
13118.png,61,14,80,47,9
13119.png,24,10,31,35,1
13119.png,31,10,39,35,1
13119.png,39,8,50,33,6
13120.png,23,11,31,29,2
13120.png,33,10,41,28,5
13120.png,42,9,50,27,8
13120.png,53,6,61,24,7
13121.png,26,17,42,39,4
13121.png,38,9,51,31,8
13121.png,48,4,64,26,5
13122.png,27,4,43,29,3
13122.png,43,3,58,28,3
13122.png,59,3,75,28,2
13123.png,30,5,47,34,8
13123.png,47,8,65,37,2
13124.png,58,15,71,53,2
13124.png,70,12,82,50,6
13124.png,84,12,97,50,8
13125.png,45,25,60,63,2
13125.png,63,19,69,57,0
13125.png,73,17,86,55,2
13126.png,14,1,20,17,2
13126.png,23,1,26,17,5
13126.png,29,1,36,17,6
13127.png,28,3,42,32,6
13128.png,37,6,61,46,8
13128.png,62,6,83,46,9
13129.png,13,5,19,17,3
13129.png,20,4,28,16,4
13130.png,26,7,32,21,8
13130.png,32,8,35,22,1
13131.png,58,19,77,61,2
13131.png,75,19,94,61,9
13132.png,39,14,56,39,7
13132.png,58,14,74,39,6
13132.png,75,8,92,33,5
13133.png,35,5,53,38,9
13134.png,74,15,98,47,2
13134.png,95,11,119,43,0
13134.png,117,14,141,46,0
13135.png,40,9,54,39,4
13135.png,52,9,64,39,7
13136.png,34,21,52,52,2
13136.png,51,22,67,53,0
13136.png,65,21,81,52,2
13137.png,21,1,30,25,1
13137.png,30,1,43,25,6
13137.png,43,1,57,25,6
13138.png,37,9,47,35,2
13138.png,56,8,63,34,9
13139.png,23,4,34,21,8
13139.png,33,5,43,22,2
13140.png,30,7,37,28,1
13140.png,39,7,51,28,3
13141.png,76,26,89,59,2
13141.png,92,27,108,60,7
13142.png,30,8,44,32,1
13142.png,41,8,54,32,4
13142.png,54,9,65,33,2
13142.png,65,12,79,36,0
13143.png,31,5,43,26,9
13143.png,44,5,56,26,5
13144.png,21,1,25,22,1
13144.png,26,2,38,23,3
13145.png,-1,7,13,39,4
13146.png,38,6,54,46,5
13146.png,56,7,72,47,8
13147.png,39,10,59,63,1
13147.png,56,6,78,59,0
13147.png,73,4,100,57,4
13148.png,48,3,76,58,5
13148.png,79,7,106,62,5
13149.png,115,54,133,82,6
13149.png,128,55,146,83,0
13149.png,143,52,159,80,6
13150.png,25,4,49,32,6
13151.png,28,2,42,29,4
13151.png,41,2,61,29,8
13152.png,35,10,49,40,3
13152.png,51,12,66,42,4
13153.png,16,1,27,19,3
13153.png,27,1,37,19,7
13154.png,18,1,30,23,3
13154.png,30,1,42,23,6
13155.png,54,10,85,63,2
13155.png,82,8,121,61,0
13156.png,56,14,75,68,1
13156.png,68,12,88,66,5
13156.png,83,16,106,70,0
13157.png,191,75,219,176,2
13157.png,224,75,259,176,7
13158.png,19,3,27,19,9
13158.png,27,3,35,19,0
13159.png,36,7,52,41,4
13159.png,54,4,69,38,2
13160.png,14,1,21,18,1
13160.png,21,1,31,18,3
13161.png,21,1,38,29,3
13161.png,38,1,58,29,0
13162.png,19,5,36,25,2
13163.png,65,8,100,76,7
13163.png,99,11,129,79,4
13164.png,35,10,44,31,4
13164.png,48,12,56,33,4
13164.png,56,11,68,32,5
13165.png,29,4,42,31,4
13165.png,47,9,59,36,3
13166.png,48,16,55,40,3
13166.png,55,12,64,36,3
13167.png,23,6,29,22,4
13167.png,29,6,37,22,0
13168.png,31,6,43,33,2
13168.png,40,6,52,33,0
13168.png,48,4,59,31,8
13169.png,15,1,21,17,1
13169.png,21,2,27,18,8
13169.png,28,2,36,18,2
13170.png,30,3,41,27,2
13170.png,42,3,55,27,6
13171.png,117,64,154,110,2
13171.png,140,44,169,90,1
13171.png,156,28,188,74,5
13172.png,26,1,42,28,7
13172.png,43,1,60,28,7
13173.png,29,1,40,34,6
13173.png,44,4,56,37,4
13174.png,44,9,64,44,9
13174.png,64,10,83,45,3
13175.png,31,7,43,32,3
13175.png,42,6,54,31,3
13176.png,35,9,45,31,4
13176.png,46,4,56,26,0
13177.png,21,1,32,29,3
13177.png,33,1,44,29,3
13178.png,13,12,34,49,2
13178.png,33,16,52,53,0
13178.png,50,23,71,60,0
13179.png,41,19,53,40,2
13179.png,53,17,62,38,1
13180.png,39,11,53,36,4
13181.png,50,10,70,56,1
13181.png,72,10,99,56,7
13181.png,100,12,117,58,1
13182.png,87,18,122,102,1
13182.png,116,16,157,100,5
13183.png,29,4,40,31,1
13183.png,40,4,52,31,7
13183.png,52,4,63,31,8
13184.png,35,12,40,32,1
13184.png,44,13,54,33,0
13184.png,54,12,62,32,7
13185.png,81,17,104,65,8
13185.png,102,20,125,68,6
13186.png,30,2,40,33,6
13186.png,40,8,57,39,2
13187.png,28,5,41,34,1
13187.png,40,4,53,33,5
13187.png,54,3,67,32,5
13188.png,14,1,19,16,1
13188.png,18,1,25,16,8
13188.png,24,1,31,16,4
13189.png,69,23,81,49,2
13189.png,81,24,89,50,8
13189.png,90,22,101,48,8
13190.png,32,6,41,27,4
13191.png,64,14,78,48,1
13191.png,78,16,95,50,9
13191.png,99,25,119,59,7
13192.png,33,2,49,42,1
13192.png,52,1,71,41,1
13193.png,24,11,36,37,1
13193.png,37,6,46,32,2
13193.png,47,8,54,34,9
13194.png,25,4,35,32,1
13194.png,33,2,46,30,3
13194.png,45,1,59,29,6
13195.png,18,3,30,20,8
13196.png,14,4,18,16,1
13196.png,19,4,26,16,7
13196.png,27,3,33,15,9
13197.png,37,8,61,43,1
13197.png,62,9,83,44,4
13197.png,84,6,108,41,8
13198.png,30,4,43,31,6
13199.png,25,9,33,21,7
13199.png,32,10,42,22,9
13199.png,41,10,50,22,6
13200.png,35,6,43,33,7
13200.png,42,8,48,35,3
13201.png,26,5,40,29,2
13201.png,38,4,53,28,0
13201.png,53,3,67,27,8
13201.png,66,1,79,25,2
13202.png,12,1,19,15,1
13202.png,19,1,29,15,5
13203.png,16,3,23,17,2
13203.png,24,2,31,16,9
13204.png,21,3,32,23,5
13204.png,33,3,44,23,5
13205.png,29,8,47,32,3
13205.png,45,7,60,31,8
13206.png,26,1,30,20,3
13206.png,30,5,38,24,2
13207.png,33,8,42,37,4
13207.png,42,9,50,38,7
13208.png,21,5,29,23,1
13208.png,30,7,39,25,6
13208.png,42,6,54,24,4
13209.png,31,5,42,37,6
13209.png,43,7,52,39,8
13210.png,28,6,36,31,1
13210.png,36,6,50,31,0
13210.png,51,6,65,31,0
13211.png,20,6,26,27,1
13211.png,27,6,37,27,5
13212.png,77,24,102,79,1
13212.png,104,25,135,80,4
13213.png,86,24,103,74,2
13214.png,72,11,99,61,2
13215.png,136,44,167,141,1
13215.png,166,49,196,146,5
13216.png,17,5,27,25,3
13217.png,23,3,33,23,2
13217.png,35,2,46,22,3
13218.png,38,7,49,39,1
13218.png,50,7,60,39,1
13218.png,62,6,72,38,1
13219.png,28,3,38,25,2
13220.png,64,18,94,68,2
13220.png,98,13,122,63,1
13221.png,248,63,284,113,6
13221.png,262,45,306,95,2
13222.png,6,4,10,18,1
13222.png,10,4,17,18,3
13222.png,17,4,24,18,8
13222.png,25,4,31,18,6
13223.png,48,15,59,41,2
13223.png,59,16,69,42,3
13224.png,29,3,43,34,2
13224.png,44,6,60,37,2
13225.png,50,24,57,48,1
13225.png,56,21,70,45,5
13225.png,65,21,82,45,5
13226.png,101,43,123,96,1
13226.png,120,42,146,95,0
13226.png,136,40,165,93,0
13227.png,50,8,66,43,2
13227.png,69,6,81,41,0
13228.png,41,5,58,49,1
13228.png,61,5,87,49,2
13229.png,45,6,65,57,1
13229.png,64,7,87,58,2
13230.png,24,2,37,31,1
13230.png,34,2,52,31,3
13231.png,59,22,77,61,8
13231.png,74,16,91,55,4
13231.png,90,16,104,55,3
13232.png,42,9,60,43,2
13232.png,63,11,76,45,1
13233.png,20,1,30,20,5
13233.png,30,2,39,21,3
13234.png,39,25,49,47,2
13234.png,50,19,60,41,2
13234.png,59,10,67,32,1
13234.png,66,7,77,29,9
13235.png,35,10,46,39,2
13235.png,45,10,54,39,0
13236.png,25,6,37,26,6
13236.png,38,6,51,26,2
13237.png,40,11,51,43,1
13237.png,50,12,62,44,5
13238.png,20,5,34,25,9
13239.png,47,12,73,62,5
13239.png,69,8,99,58,9
13240.png,18,3,27,23,3
13240.png,26,4,33,24,2
13241.png,29,6,36,24,1
13241.png,34,8,43,26,7
13241.png,42,7,50,25,1
13242.png,31,9,47,38,4
13242.png,44,5,62,34,2
13243.png,26,7,36,30,8
13243.png,37,8,46,31,3
13244.png,19,1,25,14,5
13244.png,25,2,30,15,1
13245.png,22,7,30,25,3
13245.png,30,7,36,25,4
13246.png,17,3,28,21,9
13247.png,26,5,41,29,2
13247.png,40,5,54,29,4
13247.png,54,3,67,27,7
13248.png,30,9,39,31,4
13248.png,40,9,48,31,2
13248.png,50,8,59,30,9
13249.png,24,3,35,21,3
13250.png,26,3,33,31,1
13250.png,35,2,48,30,2
13251.png,40,10,51,36,2
13252.png,45,7,67,47,8
13252.png,66,8,85,48,0
13253.png,79,24,95,61,1
13253.png,92,28,109,65,0
13253.png,108,30,122,67,0
13253.png,123,27,144,64,9
13254.png,51,21,64,43,7
13254.png,64,19,74,41,1
13255.png,31,6,35,25,1
13255.png,36,7,43,26,7
13256.png,71,29,86,51,4
13256.png,85,27,99,49,9
13257.png,100,34,120,59,3
13257.png,117,33,131,58,1
13258.png,61,15,84,49,6
13258.png,83,12,103,46,4
13258.png,102,15,121,49,6
13259.png,35,6,48,40,1
13259.png,50,6,70,40,2
13260.png,28,5,36,26,2
13261.png,11,1,15,13,1
13261.png,16,1,23,13,4
13261.png,23,1,29,13,5
13261.png,30,1,37,13,4
13262.png,36,9,58,46,9
13262.png,58,6,80,43,6
13263.png,28,2,39,22,4
13264.png,47,11,67,45,4
13264.png,60,12,81,46,5
13265.png,20,5,28,17,3
13266.png,48,9,56,32,1
13266.png,57,9,67,32,7
13267.png,127,45,175,134,1
13267.png,158,39,221,128,7
13268.png,52,8,80,52,3
13268.png,78,12,112,56,2
13269.png,77,18,95,56,6
13270.png,32,1,55,39,2
13270.png,55,3,73,41,5
13270.png,73,1,87,39,1
13271.png,46,24,63,56,2
13271.png,60,22,72,54,0
13271.png,67,14,85,46,8
13272.png,83,29,107,73,1
13272.png,104,17,131,61,8
13273.png,24,5,33,30,1
13273.png,34,3,45,28,5
13274.png,43,9,65,56,1
13274.png,58,12,84,59,8
13275.png,62,18,81,51,4
13275.png,83,16,100,49,7
13275.png,104,12,122,45,8
13276.png,38,10,45,27,2
13276.png,47,11,56,28,5
13276.png,57,11,66,28,8
13277.png,49,11,60,38,2
13277.png,64,13,76,40,3
13277.png,80,16,93,43,3
13278.png,45,4,70,42,2
13279.png,36,16,58,47,5
13279.png,57,16,77,47,9
13280.png,18,4,26,21,1
13280.png,22,4,36,21,2
13281.png,22,3,30,21,2
13281.png,31,4,44,22,9
13282.png,28,6,37,19,8
13283.png,28,6,45,38,9
13283.png,44,6,58,38,5
13284.png,59,13,87,63,3
13284.png,85,15,116,65,8
13285.png,14,2,26,16,7
13286.png,22,2,37,28,5
13286.png,36,1,48,27,5
13287.png,57,9,83,48,4
13287.png,80,8,105,47,6
13288.png,108,23,128,65,1
13288.png,126,25,135,67,3
13288.png,137,26,153,68,8
13289.png,21,3,30,19,4
13289.png,29,1,38,17,4
13290.png,73,18,96,90,1
13290.png,97,20,130,92,4
13290.png,139,16,174,88,5
13291.png,30,7,38,38,1
13291.png,40,5,51,36,5
13292.png,14,1,19,12,5
13292.png,20,1,25,12,8
13293.png,31,9,44,33,1
13293.png,40,9,56,33,9
13294.png,13,1,21,15,5
13295.png,25,5,30,23,1
13295.png,30,6,38,24,5
13295.png,37,6,45,24,8
13296.png,82,23,104,79,1
13296.png,103,20,135,76,4
13296.png,133,14,171,70,0
13297.png,37,5,62,45,5
13297.png,59,6,77,46,1
13298.png,97,17,104,37,1
13298.png,105,18,114,38,5
13298.png,113,16,122,36,5
13299.png,57,11,70,52,2
13299.png,66,8,82,49,7
13300.png,47,14,68,60,7
13300.png,67,16,94,62,3
13301.png,33,7,44,35,1
13301.png,43,6,60,34,3
13302.png,39,3,60,54,1
13303.png,53,43,86,90,6
13303.png,96,27,122,74,2
13303.png,133,16,152,63,1
13304.png,34,8,48,38,4
13304.png,49,8,62,38,4
13305.png,18,3,22,22,1
13305.png,22,2,29,21,3
13305.png,29,1,36,20,0
13306.png,16,3,24,20,1
13306.png,23,3,32,20,4
13307.png,35,8,47,32,7
13307.png,46,9,58,33,7
13308.png,23,6,39,37,1
13308.png,39,3,58,34,5
13309.png,30,1,41,34,1
13309.png,41,1,56,34,0
13309.png,55,1,75,34,5
13310.png,57,10,83,74,1
13310.png,86,11,129,75,0
13311.png,42,7,53,38,6
13311.png,57,9,65,40,1
13312.png,36,8,50,42,6
13312.png,52,4,72,38,3
13313.png,23,1,36,28,8
13313.png,39,2,50,29,2
13314.png,70,11,93,72,3
13314.png,99,19,126,80,5
13315.png,42,13,54,45,4
13315.png,53,14,65,46,5
13316.png,26,12,35,33,2
13316.png,34,8,43,29,3
13316.png,44,7,53,28,3
13316.png,54,4,65,25,4
13317.png,23,1,37,25,4
13317.png,38,3,51,27,3
13318.png,102,27,138,109,2
13318.png,132,23,174,105,6
13318.png,167,23,195,105,1
13319.png,92,12,137,94,5
13319.png,128,20,174,102,3
13320.png,42,10,66,41,2
13320.png,63,9,86,40,2
13321.png,94,20,113,108,1
13321.png,121,20,141,108,1
13321.png,148,23,165,111,1
13322.png,30,5,57,38,7
13322.png,60,4,81,37,9
13323.png,89,11,114,40,3
13324.png,30,8,41,32,3
13324.png,42,6,53,30,2
13325.png,46,11,62,52,1
13325.png,63,11,88,52,4
13326.png,28,4,37,28,1
13326.png,75,5,87,29,4
13327.png,28,9,35,32,1
13327.png,34,9,43,32,5
13327.png,41,10,50,33,5
13328.png,37,6,47,42,1
13328.png,46,7,60,43,9
13329.png,32,4,47,42,8
13329.png,45,9,60,47,0
13330.png,28,5,41,36,5
13330.png,42,3,56,34,3
13331.png,44,12,51,43,1
13331.png,54,11,63,42,8
13331.png,62,8,75,39,7
13332.png,73,24,94,63,2
13333.png,40,9,51,38,1
13333.png,47,10,60,39,5
13333.png,57,11,74,40,9
13334.png,155,67,190,118,1
13334.png,184,72,206,123,4
13334.png,198,75,230,126,3
13335.png,23,3,42,27,4
13335.png,42,3,57,27,1
13336.png,29,5,50,36,5
13337.png,24,2,33,31,1
13337.png,32,2,43,31,5
13337.png,41,2,52,31,0
13338.png,20,1,30,22,6
13338.png,29,2,37,23,8
13339.png,29,2,50,35,2
13339.png,52,10,69,43,4
13340.png,42,7,57,40,5
13340.png,57,8,71,41,6
13341.png,41,3,63,44,5
13342.png,70,16,88,49,7
13342.png,90,17,102,50,1
13342.png,103,16,116,49,9
13343.png,22,1,34,26,7
13343.png,36,3,48,28,3
13344.png,39,5,46,33,1
13344.png,48,4,55,32,1
13344.png,56,6,64,34,4
13345.png,36,7,45,33,1
13345.png,46,9,54,35,4
13345.png,56,8,67,34,8
13346.png,95,16,126,105,2
13346.png,135,23,166,112,1
13347.png,26,5,39,28,2
13347.png,37,3,50,26,7
13348.png,23,2,33,30,4
13348.png,33,1,45,29,6
13349.png,151,78,172,104,3
13349.png,170,78,187,104,6
13350.png,59,17,86,58,8
13350.png,82,24,107,65,5
13350.png,109,32,130,73,9
13351.png,66,22,86,82,9
13351.png,85,1,105,61,8
13351.png,102,0,123,60,5
13352.png,20,3,27,20,2
13352.png,28,3,35,20,5
13352.png,36,2,44,19,6
13353.png,26,3,32,20,3
13353.png,33,2,40,19,3
13354.png,69,17,102,73,3
13354.png,103,15,129,71,8
13355.png,46,11,49,44,1
13355.png,53,12,67,45,0
13356.png,44,10,53,45,6
13356.png,52,10,65,45,8
13357.png,92,14,136,108,4
13357.png,145,14,192,108,2
13358.png,47,10,59,47,2
13358.png,57,11,69,48,0
13359.png,130,34,161,104,6
13359.png,149,27,173,97,1
13359.png,159,26,198,96,2
13360.png,18,1,24,17,2
13361.png,28,4,44,33,2
13361.png,44,4,61,33,7
13362.png,41,2,62,58,1
13362.png,60,1,87,57,5
13363.png,19,1,26,24,1
13363.png,26,1,36,24,8
13364.png,26,7,33,25,5
13364.png,34,8,42,26,7
13365.png,26,5,47,38,2
13365.png,48,2,66,35,8
13366.png,22,4,32,28,7
13366.png,33,4,46,28,7
13367.png,40,9,51,34,6
13367.png,51,8,65,33,9
13368.png,34,10,47,33,4
13368.png,48,9,59,32,2
13369.png,95,19,111,51,5
13369.png,111,16,128,48,5
13370.png,41,5,59,35,0
13371.png,19,1,26,19,9
13372.png,34,5,45,40,3
13372.png,45,3,55,38,7
13373.png,19,1,29,18,2
13373.png,30,2,40,19,8
13373.png,41,2,50,19,3
13373.png,51,2,61,19,9
13374.png,38,5,62,47,1
13374.png,68,7,111,49,4
13375.png,118,18,178,139,3
13375.png,179,14,227,135,1
13376.png,17,6,35,34,2
13376.png,30,8,41,36,1
13376.png,42,8,57,36,9
13377.png,30,13,50,58,1
13377.png,48,13,75,58,9
13378.png,115,21,158,145,3
13378.png,171,8,198,132,1
13378.png,226,6,265,130,8
13379.png,18,1,25,13,1
13379.png,25,2,32,14,9
13379.png,31,2,39,14,1
13380.png,30,5,47,34,9
13381.png,56,9,82,48,5
13381.png,85,14,109,53,7
13382.png,60,10,75,62,2
13382.png,80,12,96,64,9
13383.png,101,29,135,101,8
13383.png,140,17,174,89,3
13384.png,42,12,53,40,1
13385.png,24,1,39,29,2
13385.png,36,2,51,30,1
13386.png,30,1,49,33,2
13386.png,46,1,63,33,7
13386.png,61,3,78,35,0
13386.png,77,2,91,34,1
13387.png,78,20,113,78,5
13387.png,113,23,146,81,0
13388.png,43,7,59,50,7
13388.png,60,7,75,50,5
13389.png,90,60,116,104,4
13389.png,115,38,142,82,2
13389.png,143,22,171,66,5
13390.png,157,136,170,157,4
13390.png,170,136,181,157,8
13390.png,179,134,191,155,3
13391.png,98,83,124,121,2
13391.png,100,14,122,52,9
13391.png,100,52,122,90,3
13392.png,55,13,83,66,5
13392.png,88,18,101,71,1
13393.png,46,4,71,51,4
13393.png,72,7,99,54,3
13394.png,72,49,90,76,3
13394.png,86,52,106,79,0
13395.png,17,3,25,14,6
13395.png,25,1,32,12,0
13396.png,122,38,143,97,9
13396.png,143,39,166,98,0
13397.png,242,8,281,89,6
13397.png,296,28,319,109,9
13398.png,74,11,110,90,1
13398.png,99,7,149,86,0
13398.png,154,13,191,92,0
13399.png,24,4,45,39,4
13399.png,43,1,63,36,4
13400.png,36,9,49,40,4
13400.png,48,8,59,39,2
13401.png,44,5,58,50,1
13402.png,44,11,57,34,2
13402.png,55,9,68,32,3
13402.png,66,10,78,33,0
13403.png,29,4,47,34,6
13403.png,46,2,62,32,8
13404.png,29,3,41,32,1
13404.png,41,1,55,30,9
13405.png,109,54,127,85,2
13405.png,126,52,142,83,2
13405.png,141,50,158,81,2
13406.png,74,34,106,86,8
13406.png,96,27,121,79,2
13406.png,110,14,141,66,0
13407.png,70,21,97,78,1
13407.png,102,15,143,72,0
13408.png,22,5,30,24,1
13408.png,29,3,41,22,4
13409.png,37,8,65,40,2
13410.png,45,14,54,31,7
13410.png,54,14,64,31,8
13410.png,62,14,73,31,1
13411.png,105,34,128,71,8
13411.png,129,30,148,67,0
13411.png,148,26,168,63,7
13412.png,36,8,41,31,1
13412.png,49,7,57,30,3
13413.png,51,16,65,43,3
13413.png,67,14,79,41,5
13413.png,80,13,92,40,6
13414.png,90,26,122,92,1
13414.png,125,23,158,89,1
13414.png,156,23,193,89,1
13415.png,17,1,25,16,2
13415.png,26,1,34,16,8
13415.png,35,1,42,16,0
13415.png,44,1,50,16,1
13416.png,70,11,85,65,1
13416.png,85,12,106,66,9
13417.png,349,172,361,206,9
13417.png,359,168,377,202,6
13417.png,371,163,398,197,3
13418.png,58,6,66,45,1
13418.png,74,15,98,54,0
13419.png,16,4,24,20,4
13419.png,25,3,35,19,8
13420.png,13,1,19,12,2
13420.png,19,2,26,13,2
13420.png,25,1,32,12,8
13421.png,97,20,128,81,1
13421.png,125,21,160,82,7
13421.png,151,20,200,81,7
13422.png,44,9,55,31,2
13422.png,55,10,68,32,6
13423.png,26,3,45,32,7
13423.png,45,3,64,32,5
13424.png,50,8,58,33,0
13425.png,54,15,73,41,6
13425.png,66,14,89,40,7
13426.png,30,4,45,39,8
13426.png,44,6,59,41,2
13427.png,86,22,105,59,2
13427.png,103,29,119,66,5
13427.png,121,39,140,76,1
13428.png,19,3,26,22,1
13428.png,26,3,39,22,4
13429.png,24,3,32,22,1
13429.png,36,2,49,21,4
13430.png,43,12,56,37,6
13431.png,46,13,57,47,1
13431.png,55,7,76,41,5
13432.png,29,1,47,37,2
13432.png,49,1,68,37,5
13433.png,88,41,104,84,1
13433.png,109,38,128,81,5
13433.png,120,28,140,71,7
13434.png,31,9,41,33,1
13435.png,71,11,109,76,6
13436.png,36,10,44,40,1
13436.png,42,8,51,38,2
13436.png,51,7,62,37,8
13437.png,17,1,29,20,6
13438.png,26,5,35,23,6
13438.png,36,4,45,22,4
13439.png,46,10,65,39,2
13440.png,36,5,59,48,2
13440.png,57,4,78,47,4
13441.png,12,1,19,14,7
13441.png,18,1,26,14,4
13442.png,51,11,60,31,1
13442.png,58,11,72,31,8
13442.png,69,10,81,30,1
13443.png,17,1,31,27,5
13443.png,30,1,43,27,6
13444.png,30,8,38,25,1
13444.png,37,8,46,25,7
13445.png,74,14,109,74,6
13445.png,115,12,152,72,0
13446.png,38,3,59,49,2
13446.png,61,3,88,49,5
13447.png,66,24,84,44,8
13447.png,80,21,96,41,9
13448.png,59,11,83,79,1
13448.png,79,10,111,78,9
13449.png,13,2,18,14,1
13449.png,18,1,24,13,3
13450.png,28,4,38,29,7
13450.png,37,3,47,28,9
13451.png,71,14,116,83,6
13452.png,43,12,55,46,7
13453.png,31,7,36,28,2
13453.png,39,8,45,29,1
13453.png,46,8,55,29,5
13454.png,23,4,31,19,4
13455.png,58,16,83,71,1
13455.png,86,16,120,71,0
13455.png,121,16,159,71,2
13456.png,29,8,38,40,1
13456.png,38,9,52,41,0
13456.png,50,10,66,42,2
13457.png,18,4,22,19,1
13457.png,25,6,34,21,6
13458.png,23,5,56,61,4
13459.png,14,12,29,32,1
13459.png,31,13,48,33,2
13459.png,52,15,66,35,7
13460.png,76,22,93,61,1
13460.png,92,26,109,65,1
13460.png,107,26,132,65,8
13461.png,40,7,67,56,7
13462.png,27,2,36,25,2
13462.png,38,6,54,29,5
13462.png,55,3,72,26,9
13463.png,24,6,37,30,2
13463.png,37,8,51,32,3
13464.png,22,2,33,22,4
13464.png,33,2,40,22,1
13465.png,60,16,71,32,7
13465.png,70,18,82,34,0
13466.png,52,29,77,76,3
